Number;Text;Flag
1074090;Human friend, tell me, is it true there is a dark side to the human art of alchemy? It is troubling to hear such tales -- I feel I must examine the toxins humans produce. Please, bring to me a supply of the deadliest poison humans craft. For this favor, I will grant you precious elven knowledge. ;Original
1074091;Most human apparel is…interesting to elven eyes. But there is one garment -- the flower garland -- which sounds very elven indeed. Could I see how a human crafts such an object of beauty? In exchange, I could share with you the wonders of elven garments.;Original
1074092;I have heard noble tales of a fine and proud human garment. An article of clothing fit for both man and god alike. It is called a "kilt" I believe? Could you fetch for me some of these kilts so I that I might revel in their majesty and glory?;Original
1074093;We elves believe that beauty is expressed in all things, including the garments we wear. I wish to understand more about human aesthetics, so please kind traveler -- could you bring to me magnificent examples of human fancy shirts? For my thanks, I could teach you more about the beauty of elven vestements.;Original
1074094;Forgive me for saying this, but so much of human clothing is strange to elven eyes. For instance, the fur sarong. I have difficultry believing what I hear, so I must gaze upon it with my own two eyes. Bring some to me and I will happily repay the favor.;Original
1074095;It is my understanding, the females of humankind actually wear on certain occasions a studded bustier? This is not simply a fanciful tale? Remarkable! It sounds hideously uncomfortable as well as ludicrously impracticle. But perhaps, I simply do not understand the nuances of human clothing. Perhaps, I need to see such a studded bustier for myself?;Original
1074096;What a thing, this human need to tinker. It seems there is no end to what might be produced with a set of Tinker's Tools. Who knows what an elf might build with some? Could you obtain some tinker's tools and bring them to me? In exchange, I offer you elven lore and knowledge. ;Original
1074097;Elves find it remarkable the human preoccupation with the passage of time. To have built instruments to try and capture time -- it is a fascinating notion. I would like to see how a clock is put together. Maybe you could provide some clocks for my experimentation?;Original
1074098;The wonders of human invention! Turning sand and metal into a far-seeing eye! This is something I must experience for myself. Bring me some of these spyglasses friend human;Original
1074099;Is it true human? There are those among your kind who can construct an autonomaton that mocks the shape of a man? It is a frightening but intriguing notion! I must see these golems for myself. Please, bring me a golem and I will reward you with an elven teaching. ;Original
1074100;To give voice to the passing wind, this is an idea worthy of an elf! Friend, bring me some of the amazing fancy wind chimes so that I may listen to the song of the passing breeze. Do this, and I will share with you treasured elven secrets.;Original
1074101;I am curious to see the results of human blacksmithing. To examine the care and quality of a simple item. Perhaps, a simple bascinet helmet? Yes, indeed -- if you could bring to me some bascinet helmets, I would demonstrate my gratitude. ;Original
1074102;The clank of human iron and steel is strange to elven ears. For instance, the metallic heater shield which human warriors carry into battle. It is odd to an elf, but nevertheless intriguing. Tell me friend, could you bring me such an example of human smithing skill?;Original
1074103;What would you say is a typical human instrument of war? Is a broadsword a typical example? I wish to see more of such human weapons, so I would gladly trade elven knowledge for human steel. ;Original
1074104;There is supposedly a terrible and impressive blade forged by the hand of man. The no-dachi, a sword which requires great smithy skills. I would be honored to view the work of such a mastery human smith. If you can assist me, I would be greatly honored. ;Original
1074105;Mankind, I am told, knows how to take the scales of a terrible dragon and forge them into powerful armor. Such a feat of craftsmanship! I would give anything to view such a creation -- I would even teach some of the prize secrets of the elven people. ;Original
1074106;Is there a finer metal than valorite? I hear tell of its wonders, but I confess I do not believe the half of it. I must see for myself. Kind human, bring me a supply of this valorite so that I might examine it more closely. ;Original
1074107;They say men greatly covet metal colored like the fair Sosarian sun. These golden ingot with their mystical properties are of great interest to the elven people. I would be greatly indebted to a human who brough me a supply of golden ingots. ;Original
1074108;Where does one get some of this horned leather, my friend? What are its properties? How difficult is it to work? Ah, perhaps these questions would be more easily answered if you simply brought me some of this horned leather. What do you say human?;Original
1074109;I cannot help myself human. I see these balls of yarn and I wish to bat them around as if they were prey to be hunted. Please, human, bring me more of these strange and delightful balls of joys. Bring me more yarn!;Original
1074110;Well, where are the cotton bales?;Original
1074111;I have heard of a strange breed of magic, one that draws its power from the forces of death. This is not the elven way, but I confess my curiosity to understand more. Could you gather for me a quantity of the grave dust used in this necromantic magic?;Original
1074112;What do humans know of archery? Humans can barely shoot straight. Why, your efforts are absurd. In fact, I will make a wager -- if these so called human arrows I've heard about are really as effective and innovative as human braggarts would have me believe, then I'll trade you something useful.  I might even teach you something of elven craftsmanship.;Original
1074113;Human craftsmanship! Ha! Why, take an elven bow. It will last for a lifetime, never break and always shoot an arrow straight and true. Can't say the same for a human, can you? Bring me some of these human made bows, and I will show you.;Original
1074114;Leave it to a human to try and improve upon perfection. To take a bow and turn it into a mechanical contraption like a crossbow. I wish to see more of this sort of "invention". Fetch for me a crossbow, human.;Original
1074115;How lazy is man! You cannot even be bothered to pull your own drawstring and hold an arrow ready? You must invent a device to do it for you? I cannot understand, but perhaps if I examine a heavy crossbow for myself, I will see their appeal. Go and bring me such a device and I will repay your meager favor.;Original
1074116;More is always better for a human, eh? Take these repeating crossbows. What sort of mind invents such a thing? I must look at it more closely. Bring such a contraption to me and you'll receive a token for your efforts.;Original
1074117;You think you know something of music? Laughable! Take your lap harp. Crude, indelicate instruments that make a noise not unlike the wailing of a choleric child or a dying cat. I will show you -- bring lap harps, and I will demonstrate.;Original
1074118;Human fancy knows no bounds!  It's pathetic that they are so weak that they must create a special stool upon which to rest their feet when they recline!  Humans don't have any clue how to live.  Bring me some of these foot stools to examine and I may teach you something worthwhile.;Original
1074119;You would lock away all your possessions, fearing thieves everywhere, wouldn't you human? It is folly to put things in your wooden chests, flimsy as they are. I will show you how inferior they are to elven craftsmanship.;Original
1074120;Thread should woven by delicate touch, not so elaborate machine as a spinning wheel. Still, there is something intriguing about the human approach. Bring some spinning wheels, so I might see how inferior thread is created.;Original
1074121;If an elf were to create a piece of furniture, you know it would be a thing of magnificent beauty! I will show you -- bring to me a cherry armoire, what some humans would call a "beautiful" thing. Bring this, and I will point out all the ways in which it is flawed.;Original
1074122;I have tasted human breads and I find them pathetic and lacking. Perhaps, it is the ingredients? Bring for me some of this sweet dough so that I might see how you humans go wrong. Do this and I might show you how real food is created.;Original
